District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
MYSORE,2001,Rabi,1857,1090,28.47285895,5.847608043,72.94382435,25.1334149,31.11557582,47.1226287,20.444919,0,gram
RAICHUR,2001,Rabi,32056,18760,25.9836653,6.252477962,65.76292017,24.06297019,30.42758304,51.25654887,19.89561634,0,gram
SHIMOGA,2001,Rabi,42,25,25.53748043,5.993885601,73.67403118,24.27995297,30.07293024,52.43086818,20.23479394,0,gram
TUMKUR,2001,Rabi,485,285,29.74603738,6.364028206,62.92474624,27.31663761,30.58789198,50.43512632,19.00185774,0,gram
UTTAR KANNAD,2001,Rabi,21,12,27.64004486,6.72595668,89.08580447,25.43769433,31.53780644,46.76218558,20.59082244,0,gram
BAGALKOT,2001,Kharif,14509,17691,23.11220284,6.661677752,57.84462623,26.34608603,21.34047125,5.354485372,9.937392353,10.55582791,groundnut
BANGALORE RURAL,2001,Kharif,12305,14116,23.19344888,6.668697633,58.40710114,34.96931893,19.39282861,6.862848035,7.262166414,10.57237188,groundnut
BELGAUM,2001,Kharif,61100,44963,23.65822858,6.944493953,52.38339062,28.37450079,24.75184923,6.254059465,9.696431541,8.292929471,groundnut
BELLARY,2001,Kharif,66922,57961,24.20896961,6.642828984,64.86769327,25.63017618,18.15320426,5.597357913,9.790261158,10.87664512,groundnut
BENGALURU URBAN,2001,Kharif,223,138,28.43045184,6.882489184,55.40350536,33.01673501,18.19148965,6.683186455,9.288502229,9.222059652,groundnut
BIDAR,2001,Kharif,2466,1858,20.94862144,6.736677313,53.45038956,25.13525771,22.17651405,6.888006365,6.139598599,10.96432339,groundnut
BIJAPUR,2001,Kharif,29243,23060,27.84711816,6.65787085,51.26110045,32.87289581,21.10406698,5.29405614,7.421341768,11.57544879,groundnut
CHAMARAJANAGAR,2001,Kharif,16021,20834,20.0259895,6.537776286,58.22985757,26.25668786,23.95608691,5.790684157,6.357381292,8.874188991,groundnut
CHIKMAGALUR,2001,Kharif,5348,4745,22.24065759,6.716768424,62.76228872,34.51980979,18.63111894,6.925510096,6.381497826,10.37863744,groundnut
CHITRADURGA,2001,Kharif,157816,107955,28.34682477,6.757930574,50.18578845,28.41841111,19.00522536,5.072816447,8.646842231,9.462920008,groundnut
DAVANGERE,2001,Kharif,18582,20625,25.64318687,6.966335154,69.54169699,26.25325796,19.4577829,6.764776039,6.742236624,9.451851856,groundnut
DHARWAD,2001,Kharif,20940,8068,27.88876187,6.51716556,65.418079,25.11171549,19.07790622,5.796721498,6.935308605,11.97063901,groundnut
GADAG,2001,Kharif,55887,19622,29.74242358,6.641518179,65.87374625,27.30453601,18.66124605,6.143750075,8.464014226,9.229445402,groundnut
GULBARGA,2001,Kharif,63796,50187,21.72437761,6.854068474,74.25567495,32.84545698,22.67708868,6.322651773,8.290362525,10.30944722,groundnut
HASSAN,2001,Kharif,1897,1274,22.61646111,6.708196103,54.30214333,27.88668673,21.66373975,6.615432746,9.714834848,10.49219957,groundnut
HAVERI,2001,Kharif,23640,13270,23.77722901,6.583020043,62.64860092,34.06881365,24.7255204,5.69814216,7.547346703,11.96444986,groundnut
KODAGU,2001,Kharif,2,1,28.49683615,6.808889567,55.39104857,33.74978551,22.17120453,6.841344865,7.519018301,9.469516495,groundnut
KOLAR,2001,Kharif,54751,30857,27.73083486,6.589540248,68.61677991,34.01299783,20.69212576,5.232537368,7.751809307,11.42319806,groundnut
KOPPAL,2001,Kharif,47029,43902,26.65847989,6.803082611,59.61714774,28.70300513,20.12374475,6.04140113,6.328618321,9.451862267,groundnut
MANDYA,2001,Kharif,5785,4537,27.71855666,6.885276882,51.82942341,28.48484117,19.9727846,5.410610453,7.000577744,11.80426816,groundnut
MYSORE,2001,Kharif,7817,6958,23.39012943,6.959302045,71.32934713,28.77226848,20.09920814,5.625400148,6.380466267,10.58302659,groundnut
RAICHUR,2001,Kharif,40392,28282,24.55993358,6.546044677,51.02905868,34.5688154,21.85096698,6.280508984,9.726062277,11.1699413,groundnut
SHIMOGA,2001,Kharif,2535,2251,23.72932602,6.806333583,51.66876496,30.88735652,19.93361843,6.093381228,8.152703211,8.543570511,groundnut
TUMKUR,2001,Kharif,140165,53139,25.07925016,6.51593398,63.10156081,31.15952315,23.5597893,5.640245102,9.116318909,8.072396852,groundnut
UDUPI,2001,Kharif,2313,4247,25.71837077,6.818207892,61.75926499,32.14490791,18.95236386,6.434183867,9.375321888,10.32201033,groundnut
UTTAR KANNAD,2001,Kharif,3257,5166,20.73845007,6.793119449,68.34386866,27.15887806,20.23981946,6.507534556,9.647554966,8.892231726,groundnut
BAGALKOT,2001,Rabi,170489,125015,25.38415615,7.295937877,40.03645226,26.95575608,16.15015194,6.508025903,19.89564323,11.67970292,jowar
BELGAUM,2001,Rabi,151389,78309,31.82320482,6.287178996,51.01513011,27.58392687,16.99343094,9.988906576,21.42449817,9.495324368,jowar
BELLARY,2001,Rabi,48554,58233,29.3938241,6.245062165,57.44476278,26.70311865,16.33895303,7.48986318,18.74030434,11.47076872,jowar
BIDAR,2001,Rabi,29109,14347,25.02313563,7.051344711,32.66525386,28.75738567,17.24136933,7.280048825,19.43519761,11.80288411,jowar
BIJAPUR,2001,Rabi,321559,237752,28.69725129,7.338587054,46.92671299,28.70513441,17.32716708,7.369525745,18.3605335,8.07323868,jowar
CHIKMAGALUR,2001,Rabi,5078,4395,28.06146373,7.144336277,30.70956194,28.00068353,17.93920852,8.988812102,19.69508385,10.28158451,jowar
CHITRADURGA,2001,Rabi,14732,5856,29.70530998,6.618824641,58.161995,27.05385238,17.2206262,9.621445624,21.42545444,9.926349637,jowar
DAVANGERE,2001,Rabi,5641,2851,27.05594444,7.021194073,34.26558774,26.83538718,16.69016244,9.279603922,20.43638781,9.612221219,jowar
DHARWAD,2001,Rabi,45173,14788,31.56153723,6.070981845,56.71693831,29.61975005,17.19177263,8.285590318,20.84275931,11.59872332,jowar
GADAG,2001,Rabi,69767,29735,28.75187082,6.87232646,63.882471,29.12180648,16.14762207,6.385322716,21.66791862,9.783977268,jowar
GULBARGA,2001,Rabi,350155,264658,27.50189524,6.468198451,31.26982749,29.59479379,17.01016952,6.431344252,21.3369295,8.526286323,jowar
HASSAN,2001,Rabi,1070,663,29.83454665,7.442433698,35.09576192,28.74909207,16.05205025,9.159111386,21.68375928,9.521957979,jowar
HAVERI,2001,Rabi,40961,9429,25.30268011,7.432750381,37.25886138,27.38810501,16.37220436,9.567079993,19.73450598,10.82894484,jowar
KOPPAL,2001,Rabi,41606,18787,29.26893754,6.945674724,37.41169849,27.39953668,16.2831743,7.286561435,20.54598106,11.28307724,jowar
MYSORE,2001,Rabi,991,747,26.65981303,7.422435886,50.80645525,25.00626169,16.8325137,8.204288977,18.46235477,11.00999597,jowar
RAICHUR,2001,Rabi,184291,114503,29.43226166,6.975218982,60.8825631,26.3857073,16.39467212,7.520756599,21.5172256,9.243361906,jowar
SHIMOGA,2001,Rabi,202,113,29.81172909,6.923584369,46.65043271,25.66621912,16.44093919,9.82875716,18.9608051,10.17148085,jowar
TUMKUR,2001,Rabi,319,195,27.84428592,6.107633318,37.79662333,27.75095493,17.08197178,6.933568102,20.17177574,10.07067634,jowar
UTTAR KANNAD,2001,Rabi,3,2,30.28350229,7.375774797,59.47648557,27.14230245,17.02795176,7.317124597,21.71482668,9.116520013,jowar
BAGALKOT,2001,Rabi,6261,2641,22.03170807,6.639671967,56.89767337,20.24078048,30.73600289,26.90796577,15.74419862,0,linseed
BELGAUM,2001,Rabi,2524,571,21.78426352,6.814611637,46.38371916,20.18741227,30.62189862,25.02869713,14.80473164,0,linseed
BELLARY,2001,Rabi,19,6,21.55991098,6.943663078,53.85193679,20.10121294,30.56047673,26.63214827,14.03496453,0,linseed
BIDAR,2001,Rabi,609,204,21.71397757,6.134164234,70.85336893,20.76497093,30.47675626,25.71982657,16.5239683,0,linseed
BIJAPUR,2001,Rabi,6271,1829,21.2371202,5.520077592,71.80530589,20.59299055,30.4482004,25.93515057,14.27835914,0,linseed
DAVANGERE,2001,Rabi,3,1,22.6703327,6.982561213,74.59483629,20.71953819,30.38899849,24.62748805,16.20718903,0,linseed
DHARWAD,2001,Rabi,234,78,21.96655145,5.772194142,74.52056921,20.75021178,30.62333492,22.76239858,16.68856282,0,linseed
GADAG,2001,Rabi,979,221,25.15935946,5.250468745,61.40781916,20.08607147,30.56861989,27.55179856,17.66646624,0,linseed
GULBARGA,2001,Rabi,1081,363,24.13816586,6.830437679,74.70156036,20.01042779,30.80000985,25.25533714,15.13735733,0,linseed
HAVERI,2001,Rabi,74,25,24.48300365,5.560859966,46.2274154,20.23891154,30.48719107,24.57619406,14.88647796,0,linseed
KOPPAL,2001,Rabi,1389,586,23.20390973,5.317716069,53.39561103,20.03462408,30.81347142,22.60056841,14.53999384,0,linseed
RAICHUR,2001,Rabi,155,52,24.04924492,5.192187173,67.46352929,20.95599305,30.30224842,25.46740113,14.51637455,0,linseed
SHIMOGA,2001,Rabi,5,2,23.01277394,5.852794956,52.55222404,20.84571808,30.53255014,22.15366504,15.21555031,0,linseed
UTTAR KANNAD,2001,Rabi,7,2,24.51609846,6.720021405,66.95084637,20.49447054,30.31081599,22.68908719,15.21110562,0,linseed
BAGALKOT,2001,Kharif,21340,66431,26.81794492,7.177291865,74.13478437,28.63291973,33.58017411,20.08181099,45.71514606,10.90855681,maize-k
BANGALORE RURAL,2001,Kharif,5658,23718,27.61906579,5.918818637,97.88953466,27.67907318,32.63531327,17.82918964,42.91773223,9.377799512,maize-k
BELGAUM,2001,Kharif,64163,130967,28.39361992,7.445826952,80.97360579,25.2655122,31.18928211,18.76589857,43.52416831,9.29548362,maize-k
BELLARY,2001,Kharif,43231,140539,26.34933571,7.256397348,104.7487479,28.40206561,31.3835789,19.6773526,43.33284664,9.046041505,maize-k
BENGALURU URBAN,2001,Kharif,767,2100,28.61755592,6.386105455,107.5735253,25.63263123,31.47229232,18.24208622,42.83165733,8.870360897,maize-k
BIDAR,2001,Kharif,241,415,28.07323065,6.553731548,72.61699338,27.74058245,31.32891697,17.59693325,44.71572048,8.78442946,maize-k
BIJAPUR,2001,Kharif,3310,6986,25.1886957,7.461802695,65.16110175,28.03514128,32.14575782,17.80086967,45.51269667,9.826255824,maize-k
CHAMARAJANAGAR,2001,Kharif,13134,33852,25.20914294,5.785620328,82.86638665,25.32645813,33.87219606,15.70819428,43.89364642,10.26504013,maize-k
CHIKMAGALUR,2001,Kharif,505,1200,27.02966378,5.689002364,81.23756276,27.96538422,31.87040459,18.59733541,41.27807866,11.99617337,maize-k
CHITRADURGA,2001,Kharif,47846,129870,25.12253481,6.919639632,60.94087045,26.308206,31.39382923,15.84157879,41.67229067,9.970877385,maize-k
DAVANGERE,2001,Kharif,122428,265644,28.9128574,7.22673486,87.29188246,28.50206799,34.29996275,16.57788181,45.5436172,9.984229773,maize-k
DHARWAD,2001,Kharif,9202,14538,29.4624777,5.990638425,99.29855681,26.78135152,32.57948137,17.06197934,41.39731778,8.777323186,maize-k
GADAG,2001,Kharif,9272,14150,26.91764607,6.017971801,101.7601284,28.97174384,31.46837729,20.45508185,40.33304194,10.9538194,maize-k
GULBARGA,2001,Kharif,1685,4135,28.14976956,6.449187323,94.04460713,27.51302696,30.25650547,15.54758503,45.83571276,9.747684708,maize-k
HASSAN,2001,Kharif,12840,53488,29.74824117,7.443441416,107.1169053,27.30411163,30.54186941,20.64393031,45.03818322,11.452787,maize-k
HAVERI,2001,Kharif,80490,187534,29.00810819,6.732700414,106.2910097,25.67952019,31.35053375,19.39464723,42.43591751,11.57678547,maize-k
KODAGU,2001,Kharif,2334,10018,26.97977399,6.938746193,98.94299628,28.69978019,31.45916843,18.85192725,45.17329357,8.907254202,maize-k
KOLAR,2001,Kharif,15429,22856,27.11382768,5.945154233,70.65424962,28.4856909,33.48878932,18.97981233,40.31990011,10.65822853,maize-k
KOPPAL,2001,Kharif,9936,32259,29.8705685,7.323550365,102.5771239,26.64449966,33.55337028,15.6244245,40.18810592,11.57814595,maize-k
MYSORE,2001,Kharif,15251,65459,29.62569217,6.996442008,67.29566762,28.18540306,34.03301724,16.72369334,40.36087077,11.18825354,maize-k
RAICHUR,2001,Kharif,135,368,27.27048246,6.746357578,66.63075586,29.19265121,31.21183836,16.98825048,43.76074351,10.86850463,maize-k
SHIMOGA,2001,Kharif,17497,49533,27.10653133,6.626174922,60.19695425,26.61975131,31.69383167,16.57203037,40.17188177,10.16553568,maize-k
TUMKUR,2001,Kharif,8820,18686,29.38189497,7.231145096,105.3973876,26.25223376,34.26851841,20.86531441,44.26935411,10.09091622,maize-k
UTTAR KANNAD,2001,Kharif,60,112,29.34781067,6.764115055,76.56870455,28.80795183,33.69333963,20.41320355,42.21533554,9.243360838,maize-k
BAGALKOT,2001,Rabi,15597,43755,25.6832208,6.487438643,196.5994247,23.98965234,25.40372741,72.11791551,25.21099576,13.2762355,maize-r
BANGALORE RURAL,2001,Rabi,37,91,22.69038884,7.374510397,278.6171623,22.34493897,25.57041734,66.66573198,24.88579682,10.32177286,maize-r
BELGAUM,2001,Rabi,32666,71660,21.57719567,6.030839128,267.4655311,25.47780003,29.79485813,67.88301284,25.87386378,12.02413026,maize-r
BELLARY,2001,Rabi,1325,3077,22.88901735,6.812081697,163.2152726,25.52914591,27.92302442,69.70730443,21.04055626,12.85551023,maize-r
BENGALURU URBAN,2001,Rabi,40,99,23.97483898,7.110808148,262.2793579,25.73064264,29.35948588,66.45721332,25.51772034,13.96523116,maize-r
BIDAR,2001,Rabi,36,68,26.02983689,6.465620099,144.6766553,23.40370494,25.05002807,70.11937792,23.10285128,10.994997,maize-r
BIJAPUR,2001,Rabi,5812,12641,21.0902119,7.444180958,93.72685877,22.86326999,26.7569634,71.99811812,23.75515335,12.61476598,maize-r
CHAMARAJANAGAR,2001,Rabi,2495,5560,26.85543354,6.742368325,150.6925016,22.94613649,25.37175789,72.58961993,25.08497553,13.5034839,maize-r
CHITRADURGA,2001,Rabi,1277,3119,25.56536904,6.649272152,80.45532971,26.86848371,29.28299786,71.90535286,22.18011196,10.79987331,maize-r
DAVANGERE,2001,Rabi,71,148,23.96128148,6.904769669,230.5896622,26.38009696,29.36283054,74.28464859,23.68347976,10.73540238,maize-r
DHARWAD,2001,Rabi,81,191,21.34049044,6.708441575,128.7370955,26.4532372,26.55609733,74.09919836,26.28862915,11.54605968,maize-r
GADAG,2001,Rabi,863,2120,26.352418,6.179905512,277.5444492,23.5755018,29.95704272,70.67109973,25.37424327,12.52158298,maize-r
GULBARGA,2001,Rabi,119,277,26.06073864,6.070805633,234.1656105,23.8952261,26.83943307,66.9327914,21.3735178,10.70866551,maize-r
HASSAN,2001,Rabi,2172,4215,23.91642722,5.548958421,254.1171612,21.68920323,28.9340059,67.77401732,25.56628924,12.70658143,maize-r
HAVERI,2001,Rabi,927,2167,23.2992686,6.576280396,117.353716,26.31883756,26.90523202,65.80768577,25.56892276,11.13049947,maize-r
KOLAR,2001,Rabi,63,155,26.24910559,5.513197107,274.1928508,23.70283402,26.73265614,70.43225382,22.97723558,12.68485855,maize-r
KOPPAL,2001,Rabi,617,1520,22.10293975,6.334897787,117.6584745,24.26092668,29.6385438,65.28346911,21.31034218,13.27835834,maize-r
MYSORE,2001,Rabi,654,1225,21.88699196,6.183844619,252.183278,25.65403332,28.18279898,65.70773523,24.81431533,13.44240939,maize-r
SHIMOGA,2001,Rabi,69,162,26.44661823,6.958596857,248.5751733,25.63768689,26.65319895,70.07560419,26.74459135,13.00727959,maize-r
TUMKUR,2001,Rabi,268,519,24.1942626,5.650909591,212.5285179,23.4284803,28.66288409,68.34636343,24.17173112,12.85858667,maize-r
BAGALKOT,2001,Kharif,2301,501,27.37289775,7.115205894,60.04722218,27.25010375,31.80102405,15.48111372,5.972473098,0,moong(green gram)
BANGALORE RURAL,2001,Kharif,93,24,33.15789266,6.491107003,75.94546809,28.68524651,32.16729981,16.21838387,3.456013754,0,moong(green gram)
BELGAUM,2001,Kharif,14510,3322,25.26290915,6.759016173,88.46912613,25.00289678,33.54355423,15.3571505,3.305625088,0,moong(green gram)
BELLARY,2001,Kharif,2206,409,31.44300884,6.905425631,88.56599831,26.38442884,32.45275864,15.68420054,3.92821487,0,moong(green gram)
BENGALURU URBAN,2001,Kharif,45,12,25.21582783,6.372863081,77.67217527,25.15848432,31.39522194,15.08860145,6.603953173,0,moong(green gram)
BIDAR,2001,Kharif,46928,14222,30.74486404,6.591269418,70.97304681,26.44368189,31.96801521,16.78683279,6.072029521,0,moong(green gram)
BIJAPUR,2001,Kharif,1515,245,31.78426737,6.226212041,64.95554456,25.20125023,34.51966122,17.73478378,5.807329386,0,moong(green gram)
CHAMARAJANAGAR,2001,Kharif,848,221,34.77182352,6.731833924,67.83452128,26.87151716,33.68867262,17.14985035,6.897502768,0,moong(green gram)
CHIKMAGALUR,2001,Kharif,2039,459,25.24382312,6.777552192,82.13396667,28.95765088,32.53618555,15.09200361,6.423832813,0,moong(green gram)
CHITRADURGA,2001,Kharif,4600,1036,26.02586565,6.971149675,75.09873147,29.99349255,34.67126108,15.98172682,5.929356256,0,moong(green gram)
DAVANGERE,2001,Kharif,1329,246,30.44625173,6.417869321,75.32156051,29.58754999,33.95174017,16.79299696,5.286204563,0,moong(green gram)
DHARWAD,2001,Kharif,18713,4498,26.93924977,6.657695566,60.85537864,29.21869713,30.52464926,17.01912789,6.90936389,0,moong(green gram)
GADAG,2001,Kharif,32337,4485,33.53675841,6.820649009,61.10307159,27.8760242,32.11041586,14.47916785,4.279188211,0,moong(green gram)
GULBARGA,2001,Kharif,98886,23673,27.35513939,7.195187266,87.71317425,27.39089717,31.98751968,16.99556929,5.250690029,0,moong(green gram)
HASSAN,2001,Kharif,1830,954,25.16437033,7.033027603,77.76066159,29.55168676,31.55944113,17.61870922,5.778525181,0,moong(green gram)
HAVERI,2001,Kharif,12141,5675,31.3178727,7.199419318,76.08451992,25.81353535,34.23237357,16.91717365,6.350554784,0,moong(green gram)
KOLAR,2001,Kharif,44,11,34.01149197,6.594294604,69.79868518,28.1702504,32.12870431,16.54575522,4.384006174,0,moong(green gram)
KOPPAL,2001,Kharif,3808,488,32.74742285,6.672279962,82.4910847,29.27931551,33.75366754,17.72219254,3.387380076,0,moong(green gram)
MANDYA,2001,Kharif,330,86,34.78590378,6.802298529,61.70936213,27.32122621,34.55704943,17.56610662,6.449653218,0,moong(green gram)
MYSORE,2001,Kharif,3433,1790,34.0232776,6.833235175,66.25182835,28.99025052,33.07827062,17.03384125,6.248420379,0,moong(green gram)
RAICHUR,2001,Kharif,1504,983,28.57089046,6.507504661,73.46642392,28.67060849,34.55609481,14.38464455,5.480651204,0,moong(green gram)
SHIMOGA,2001,Kharif,96,25,25.64358264,6.301142449,83.0037065,29.60352842,33.87184902,17.01079511,5.389966692,0,moong(green gram)
TUMKUR,2001,Kharif,1796,1971,28.36511781,6.900079546,87.44964887,26.31437522,33.174289,16.91496007,3.688721392,0,moong(green gram)
BAGALKOT,2001,Whole Year,6247,64311,21.52820516,6.63471934,71.98592677,19.26563152,29.40439086,37.31211169,18.2683426,18.04332154,onion
BANGALORE RURAL,2001,Whole Year,50,463,25.45419072,6.407149453,74.22783058,19.13422013,26.19500993,42.24124986,20.6411823,19.06728186,onion
BELGAUM,2001,Whole Year,1656,11635,24.98449929,6.370540442,65.95887783,18.31088462,29.44630436,37.75683305,21.34540138,21.30798182,onion
BELLARY,2001,Whole Year,3980,47730,23.6726749,6.492595766,65.72916549,18.29831624,29.78484264,39.09375301,21.3161826,20.29612729,onion
BENGALURU URBAN,2001,Whole Year,157,1143,25.63112868,6.139416729,71.30565365,19.60759738,27.30626415,42.84640974,21.05493975,21.55334796,onion
BIDAR,2001,Whole Year,568,6961,23.06877864,6.520873934,73.03655009,19.60034137,29.69497193,42.32663989,19.59258153,21.14357029,onion
BIJAPUR,2001,Whole Year,10862,133258,24.62011148,6.839941144,67.52792106,19.30032478,29.38444143,41.8797249,20.34330454,21.74774451,onion
CHAMARAJANAGAR,2001,Whole Year,2283,19783,22.96571714,6.604636785,69.51701199,19.97815556,28.56254947,37.45755444,20.83552839,20.28843942,onion
CHIKMAGALUR,2001,Whole Year,3130,15600,23.8026072,6.25741211,72.05246062,19.57201354,29.93153411,38.44284753,18.91012778,19.23294113,onion
CHITRADURGA,2001,Whole Year,14310,87444,24.74824041,6.25024709,69.61132473,19.33305057,25.43321936,41.05981712,21.24562756,18.84965721,onion
DAVANGERE,2001,Whole Year,6422,48789,21.22028399,6.875832494,69.26942923,19.49698824,29.23200603,40.75688376,21.98646312,19.31095605,onion
DHARWAD,2001,Whole Year,32320,85801,22.11124759,6.470205555,70.72631923,18.45054874,29.10725271,37.80920744,20.68413701,21.0594531,onion
GADAG,2001,Whole Year,30560,114753,23.37490013,6.285977923,71.7860678,19.40993874,28.29222919,42.21839217,20.96112454,20.45569818,onion
GULBARGA,2001,Whole Year,3486,25953,22.3730413,6.558695129,69.07260809,19.54552514,27.61533221,37.75540728,21.9494674,18.72198104,onion
HASSAN,2001,Whole Year,326,2212,25.69304954,6.046643517,70.94476632,19.18937459,26.02579677,39.67309004,18.77836236,21.85286791,onion
HAVERI,2001,Whole Year,4512,14019,25.87987375,6.60731853,73.24441156,19.82598762,27.44731856,40.86906976,20.09337063,20.73648377,onion
KOLAR,2001,Whole Year,1779,18154,21.68240062,6.437144029,65.84434169,18.43125902,28.15248654,39.1325316,19.96403453,21.90906908,onion
KOPPAL,2001,Whole Year,598,5212,25.74342137,6.909738573,67.22804673,19.25477658,25.06399222,42.05950348,20.53026135,19.44398662,onion
MANDYA,2001,Whole Year,337,2646,24.88717223,6.782676634,72.37695976,19.91514601,25.60904036,38.25111146,18.76530432,20.94456608,onion
MYSORE,2001,Whole Year,5,21,24.33350865,6.189521277,73.54578531,19.5799743,26.65037426,39.58729743,21.67174563,20.25185882,onion
RAICHUR,2001,Whole Year,1597,11068,21.19337656,6.150594894,67.07014257,19.40288284,28.18155877,40.65184025,21.69884991,18.81847144,onion
SHIMOGA,2001,Whole Year,20,86,22.62038316,6.867047122,72.97230648,18.72463713,29.73209066,40.75309399,19.33395633,21.04833751,onion
TUMKUR,2001,Whole Year,529,2824,23.35857514,6.4169083,65.59004248,18.84547096,28.45362133,37.02304196,18.72567376,21.11378444,onion
UDUPI,2001,Whole Year,6,86,21.71656715,6.369067125,73.39312199,19.83257771,27.3165458,37.3579039,18.25289701,18.19405213,onion
UTTAR KANNAD,2001,Whole Year,75,1081,24.26096133,6.917858129,68.57394891,18.6715153,27.20854793,41.71920961,18.76233238,21.05165422,onion
BANGALORE RURAL,2001,Whole Year,1636,27066,16.6254776,6.036811619,40.64671932,15.04683689,18.21254444,71.33750215,23.31704474,23.48679411,potato
BELGAUM,2001,Whole Year,5228,63008,14.47929406,5.002753237,40.86141429,20.89067412,14.23930085,73.42406089,26.99979489,24.31858438,potato
BENGALURU URBAN,2001,Whole Year,83,1149,21.76945765,5.632357741,36.18511007,22.19786856,18.18991764,75.45271049,24.29001293,22.62127491,potato
BIDAR,2001,Whole Year,58,1122,19.20368894,6.029070656,36.0995316,23.51736905,19.63670354,77.98291369,23.05560162,26.21318275,potato
CHAMARAJANAGAR,2001,Whole Year,10,90,22.47924415,6.794031252,48.30928661,17.84299865,16.44497306,70.36776712,23.53918047,23.76721002,potato
CHIKMAGALUR,2001,Whole Year,2552,23524,19.64066295,5.464838275,49.86669252,21.78829635,17.69660867,78.6084175,25.15102537,22.53496743,potato
DAVANGERE,2001,Whole Year,7,63,20.00714899,6.942044627,42.27807258,15.33076649,16.02684353,73.42951229,22.01787362,26.4028706,potato
DHARWAD,2001,Whole Year,2211,2056,16.57690247,6.764793823,30.73105302,23.3815712,19.15660944,77.8872857,25.01655192,22.0562303,potato
GULBARGA,2001,Whole Year,2,44,22.96576807,5.555532721,32.97841714,18.62795766,19.28337952,75.52323605,24.6095104,22.11883202,potato
HASSAN,2001,Whole Year,15367,138495,18.00436367,6.442196083,48.80789405,15.46573603,14.81450408,75.92025974,23.29134932,24.54774254,potato
KOLAR,2001,Whole Year,11834,214109,21.6561421,5.654845707,38.80437329,17.4746437,14.21689681,71.09289961,27.64461846,26.22076909,potato
MANDYA,2001,Whole Year,110,2137,14.36091499,5.90743422,35.0022405,15.88570129,14.24483766,78.57557028,26.75140363,26.8128475,potato
MYSORE,2001,Whole Year,50,448,21.91353937,6.258675252,32.75548851,18.28230528,18.90698477,71.35786712,24.9532935,24.89273255,potato
TUMKUR,2001,Whole Year,8,96,19.69858176,5.372219555,31.39696677,18.44002958,17.72299183,74.35792718,23.48682407,23.64407148,potato
BANGALORE RURAL,2001,Kharif,146131,283423,24.41089509,5.922918985,102.7443513,30.55285068,22.15091372,12.34728753,26.43479566,11.46174613,ragi
BELGAUM,2001,Kharif,1995,1911,30.72107094,4.523469443,102.2908939,31.22295938,29.41913589,14.1173426,27.72738204,13.31392662,ragi
BELLARY,2001,Kharif,5844,8087,29.71255342,5.933834309,98.39990718,30.84930623,21.46936248,10.01820063,27.72366148,13.92431764,ragi
BENGALURU URBAN,2001,Kharif,47618,111399,27.88053169,6.172300143,97.69066218,33.78969787,21.57052286,13.56949334,25.91933369,10.99259295,ragi
CHAMARAJANAGAR,2001,Kharif,23850,38708,21.03000385,5.21582366,94.30288881,31.09660642,22.17306216,10.90207095,24.89216638,13.15293459,ragi
CHIKMAGALUR,2001,Kharif,61247,87219,29.77257248,5.088823126,101.099999,33.67091542,22.80363022,10.56788525,27.08456014,13.28365084,ragi
CHITRADURGA,2001,Kharif,66627,99239,29.53369448,7.673274482,101.7147063,33.06210867,24.4095615,10.99893128,22.12773434,10.40945641,ragi
DAVANGERE,2001,Kharif,35495,49822,30.70493076,7.177096645,91.32233135,33.47459631,25.87461126,9.590253776,24.7689916,13.54458601,ragi
DHARWAD,2001,Kharif,317,331,23.28672319,6.257726231,107.9024049,33.71745367,22.85986919,14.81453233,27.37642926,12.3142656,ragi
GADAG,2001,Kharif,29,45,23.85750879,4.877798443,103.16605,31.48004668,22.44247993,9.706469553,25.42370067,13.15596544,ragi
HASSAN,2001,Kharif,100335,170597,33.43362068,6.890005823,105.1792116,31.57139212,22.45028324,14.1119849,25.94709304,11.12731889,ragi
HAVERI,2001,Kharif,2370,1507,33.56012768,5.317855956,105.0232149,33.84780263,23.92997661,11.57170616,25.32280064,12.80319865,ragi
KODAGU,2001,Kharif,575,866,33.32605442,7.444416476,94.31961592,31.41273466,21.12153348,9.954671235,23.38563492,13.03547824,ragi
KOLAR,2001,Kharif,100223,165110,30.3291013,7.786813461,105.1121238,30.83406271,27.12841009,11.30542351,22.28641393,10.03849917,ragi
MANDYA,2001,Kharif,67843,127803,33.58138703,7.88193756,98.47833977,31.15288348,27.37472102,11.36367524,24.78248178,10.47526406,ragi
MYSORE,2001,Kharif,66135,109676,25.82258042,5.614827512,98.81320532,30.58597759,25.82099276,14.05078915,23.52149987,12.06032306,ragi
SHIMOGA,2001,Kharif,5558,6688,27.96059683,6.450057124,100.4584056,33.11837992,28.2329816,13.33059481,22.10066593,13.8363431,ragi
TUMKUR,2001,Kharif,171518,216119,32.50899573,7.262925373,103.6177741,33.16803779,21.48659484,9.189687807,27.90445619,11.67227833,ragi
UTTAR KANNAD,2001,Kharif,42,44,20.02930678,4.969402566,97.13243507,33.21751486,28.39436926,10.7014762,27.26181651,11.83659899,ragi
BAGALKOT,2001,Rabi,74,11,24.19892183,6.609701643,37.55100884,21.84739407,28.93579992,23.73063771,9.952406298,0,rapeseed &mustard
BANGALORE RURAL,2001,Rabi,1766,573,23.3967295,6.063334532,25.52298167,21.8893164,29.3641834,22.33622341,9.444803757,0,rapeseed &mustard
